path,bytes,sha256
source_data/table1_module_design_summary.csv,616,4402878e0b86d449c9f7cf9d72dc71fa26121581e90cef15557d37061e72c90d
source_data/table2_primary_eff085_18_cells.csv,7985,d96a595df7da71ad8bbda520d96377910a1eed4c02b7f50641cace12d87023eb
verification/cox_reverification/cox_python_vs_R_rerun_1200_fits.csv,183738,a034709d7c1a55687cb6f8ca962915aa607eed0225237e568c0c4ce5b9f8e192
verification/cox_reverification/cox_reverification_summary.json,268,4fd0df900382a278ffbc5abb1b13dee6dc31e5b15fa5999ae56f8659d06e084a
verification/cox_reverification/R_coxph_estimates_rerun.csv,53360,3a76edcdef62c3cbe05353dc24d1dc8e6fa31fe6f399df1c2b2af7c508b3ed83
verification/cox_reverification/R_sessionInfo.txt,539,fd8768a24a1fd0633bf8148e1d97823f4ed670f3bfc608e529b456dc570e3c10
verification/figure1/figure1_edges.csv,356,0c92f4f10d085410a87408177b18ba64c0616caa0ef99508fd5e672a49d2febb
verification/figure1/figure1_export_qa.json,765,597b2dcb3b8d5ac08294136640070bc183be07b419898f704fef068cac6fa7d2
verification/figure1/figure1_geometry_qa.json,736,aa1d7e44ce311e038d637b7e140cb416a91417b36a25a3e6b4c91eba7262d0a1
verification/figure1/figure1_nodes.csv,472,2616306681ebf31a83af8d02dd113073b6b066ce50a14bfc92544d9b575e3ecf
verification/figure1/figure1_R_sessionInfo.txt,1027,f168ea286d8b551b66f948cc2135c2f19b19fb6a2f851f04bf15a06938276b32
verification/figure_export_manifest.csv,1041,a0000c306089162e615aa1f06ffd97cb4bdf707849516a5eaad624ea1295095f
verification/frozen_evidence/authoritative_file_manifest.json,2079,6192f623d149b4d3b010cfde7608774fe6b3cecded051f55217403622d1fb714
verification/frozen_evidence/frozen_evidence_verification.md,1013,0d29fdd42191e8de23bb9a93b9a1a7987212d719ab24903a91c81d60d31a7e52
verification/frozen_evidence/h2_summary_independently_rebuilt.csv,429,3f4f50245449d516b6709efcf86304033beae11bbe3a248a1b1e8c5ffd3d19f5
verification/frozen_evidence/primary_summary_independently_rebuilt.csv,20062,3a474d4b7b4b45b6c7885132406e63fce24d598f9ee5ff54081fc90eee67b5f3
verification/frozen_evidence/qba_pooled_means_rebuilt.csv,433,c6cc5e80f2f5da3940ba21a5e04ca4c48f44848284a27f698fade80a3c8998b4
verification/frozen_evidence/qba_summary_independently_rebuilt.csv,3561,4e6d088b56a323f26fadc05bf8dbd1b7a561a94e5cfc04d6cd9d94eb4aa3e092
verification/frozen_evidence/verification_checks.csv,98207,b93e1c8f709ff1cc862b91b818e3334e6a99a42d386fac09722727c731140e9b
verification/package_safety_check.json,491,ad9aeeb01a08294fcd9aa9a1d034d0264e5e6ee80f9332890ecf9f96ee4a211c
verification/release_delta_checks_v1.0.1.json,586,57072879522e641146649f475b2ca73e34d11de009e27efac4a9eb24aad69fbd
verification/release_delta_checks_v1.0.2.json,1488,8568ed59971a22f9273f145c874cb73a48f600e29399ec7f29088d991d7e2530
